195,Alabama Power Co,10,Greene County,AL,Greene,GT7,GT,OP,80.0,80.0,96.0,,5,1995,NG,DFO,,,,,Y,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Alabama Power Co,10,Greene County,AL,Greene,GT8,GT,OP,80.0,83.0,99.0,,5,1996,NG,DFO,,,,,Y,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Alabama Power Co,10,Greene County,AL,Greene,GT9,GT,OP,80.0,82.0,98.0,,5,1996,NG,DFO,,,,,Y,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Alabama Power Co,11,H Neely Henry Dam,AL,Calhoun,1,HY,OP,24.3,23.3,22.3,,6,1966,WAT,,,,,,N,Y,,S,0,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Alabama Power Co,11,H Neely Henry Dam,AL,Calhoun,2,HY,OP,24.3,23.3,22.3,,6,1966,WAT,,,,,,N,Y,,S,0,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Alabama Power Co,11,H Neely Henry Dam,AL,Calhoun,3,HY,OP,24.3,23.4,22.4,,6,1966,WAT,,,,,,N,Y,,S,0,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Alabama Power Co,12,Holt Dam,AL,Tuscaloosa,1,HY,OP,40.0,45.0,45.0,,8,1968,WAT,,,,,,N,Y,,S,0,N,Electric Utility,1,,N,Y,,,,,,,,,,,,,,,,12,2015,,,,,,,,,,,
195,Alabama Power Co,13,Jordan Dam,AL,Elmore,1,HY,OP,25.0,25.0,25.0,,1,1929,WAT,,,,,,N,Y,,S,0,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Alabama Power Co,13,Jordan Dam,AL,Elmore,2,HY,OP,25.0,25.0,25.0,,1,1929,WAT,,,,,,N,Y,,S,0,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Alabama Power Co,13,Jordan Dam,AL,Elmore,3,HY,OP,25.0,25.0,25.0,,1,1929,WAT,,,,,,N,Y,,S,0,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Alabama Power Co,13,Jordan Dam,AL,Elmore,4,HY,OP,25.0,25.0,25.0,,1,1929,WAT,,,,,,N,Y,,S,0,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Alabama Power Co,14,Logan Martin Dam,AL,Talladega,1,HY,OP,42.7,45.0,41.6,,8,1964,WAT,,,,,,N,Y,,S,0,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
